PAID;FECHA_REGISTRO;UNIDAD_NOMBRE;PROYECTO_RNPC;UNIDAD_DEPARTAMENTO;DESTINO_DEPARTAMENTO;DESTINO_CIUDAD;ATENCION_TIPO_TRAMITE;ATENCION_DESTINO;ATENCION_TEMA;ATENCION_MOTIVO;ATENCION_ESTADO;PERSONA_RANGO_EDAD;PERSONA_CONDICION_DISCAPACIDAD;PERSONA_POBLACION_ESPECIAL;PERSONA_GENERO;PERSONA_PROFESION;PERSONA_ACEPTA_HABEAS_DATA;TIPO_EMPRESA;EMPRESA_TIPO_DOCUMENTO;EMPRESA_RAZON_SOCIAL;ESTADO_SERVICIO;CAUSAL;TIPO_PRODUCTO;NOMBRE_PRODUCTO;VALOR_PRODUCTO;FECHA_ADQUISICION;FECHA_ULTIMO_ENCUENTRO;FECHA_FIN_ULTIMO_ENCUENTRO;FECHA_FIN_REAL;ENCUENTRO_ACORDADO;FECHA_CONTRATO;DURACION
389685;13/04/2021;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;ARQUITECTURA Y CONCRETO S A.S;CERRADO;Incumplimiento contractual;Bien;3 apartamentos;829821920;21/02/2020 0:00;24/05/2021;24/05/2021;24/05/2021;NO;;41
858373;26/09/2022;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;MAS MOTOS;CERRADO-ICOM;Incumplimiento de la garantía;Bien;MOTO;12399000;16/10/2021 0:00;19/10/2022;5/12/2022;5/12/2022;NO;;70
389698;13/04/2021;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;GRUPO INMOBILIARIO Y CONSTRUCTOR UNO S.A.S.;CERRADO;Incumplimiento contractual;Bien;3 apartamentos;829821920;21/02/2020 0:00;24/05/2021;24/05/2021;24/05/2021;NO;;41
391478;14/04/2021;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Calidad, Idoneidad y seguridad;Producto defectuoso;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;CONSTRUCCIONES MARVAL SA;CERRADO;Incumplimiento de la garantía;Bien;apartamento;73061280;16/02/2017 0:00;23/04/2021;23/04/2021;23/04/2021;NO;;9
680116;25/03/2022;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Técnico;SI;FORMAL;NIT;CONSTRUCTORA ALEJANDRIA DE INDIAS S.A.S;CERRADO;Incumplimiento de la garantía;Bien;APARTAMENTO;102000000;10/05/2017 0:00;1/04/2022;27/04/2022;27/04/2022;NO;;33
816688;17/08/2022;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Operaciones mediante Sistemas de Financiación;Derecho de retracto;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;EUROPIEL DE COLOMBIA;CERRADO-ICOM;Derecho de Retracto;Servicio;servicio de depilacion laser ;3000000;12/08/2022 0:00;5/10/2022;;5/10/2022;NO;;49
542627;29/09/2021;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;MULTIPISOS Y ELECTRODOMESTICOS DEL CARIBE S.A.S;CERRADO;Información o publicidad engañosa;Bien;congelador;3579000;9/09/2021 0:00;7/10/2021;4/11/2021;4/11/2021;NO;;36
592293;18/11/2021;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Operaciones mediante Sistemas de Financiación;Información relacionada con las condiciones del crédito;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;FINSOCIAL SAS;CERRADO;Incumplimiento contractual;Bien;credito;13308603;23/04/2019 0:00;2/12/2021;2/12/2021;2/12/2021;NO;;14
512404;3/09/2021;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;UNIVERSIDAD DEL SINU;CERRADO;Incumplimiento de la garantía;Servicio;semestre universidad;2193560;8/07/2021 0:00;9/09/2021;4/11/2021;4/11/2021;NO;;62
494481;19/08/2021;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Calidad, Idoneidad y seguridad;Producto defectuoso;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;AUTOFAX S.A.;CERRADO;Incumplimiento de la garantía;Bien;llantas;937000;25/01/2021 0:00;27/08/2021;29/10/2021;29/10/2021;NO;;71
427567;3/06/2021;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;COMPULAGO CENTRO;CERRADO;Incumplimiento de la garantía;Bien;computador HP;1200000;21/02/2020 0:00;15/06/2021;28/07/2021;28/07/2021;NO;;55
512695;3/09/2021;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Operaciones mediante Sistemas de Financiación;Información relacionada con las condiciones del crédito;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Bachiller              ;SI;FORMAL;NIT;CREDIVALORES;CERRADO;Incumplimiento contractual;Bien;credito;INDETERMINADO;1/05/2015 0:00;9/09/2021;29/10/2021;29/10/2021;NO;;56
411271;12/05/2021;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;INVERSIONES DENTALES SANTANDER S.A.S;CERRADO;Incumplimiento contractual;Servicio;tratamiento odontologico;5000000;17/07/2019 0:00;20/05/2021;21/05/2021;21/05/2021;NO;;9
625954;2/02/2022;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;No indica;SI;FORMAL;NIT;PROMOTORA PIAMONTE S.A.S.;CERRADO;Incumplimiento de la garantía;Bien;INMUEBLE ;64500000;1/03/2019 0:00;25/02/2022;1/03/2022;1/03/2022;NO;;27
784934;15/07/2022;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Garantías ;Garantía suplementaria;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;No indica;SI;FORMAL;NIT;DISMECAR;CERRADO;Incumplimiento de la garantía;Bien;MOTO ELECTRICA;4499000;26/12/2020 0:00;17/08/2022;3/10/2022;3/10/2022;NO;;80
546195;1/10/2021;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Técnico;SI;FORMAL;NIT;GRUPO NORMANDIA S.A.;CERRADO;Incumplimiento contractual;Bien;CASA VIS- MODELO TURQUESA, CON AREA 70 M2;93000000;4/03/2020 0:00;14/10/2021;28/10/2021;28/10/2021;NO;;27
623054;31/01/2022;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;No indica;SI;FORMAL;NIT;INMOBILIARIA Y CONSTRUCCIONES JG SAS;CERRADO;Incumplimiento de la garantía;Bien;INMUEBLE ;272950000;9/10/2018 0:00;18/02/2022;21/02/2022;21/02/2022;NO;;21
648348;23/02/2022;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;No indica;SI;FORMAL;NIT;INMOBILIARIA Y CONSTRUCCIONES JG SAS;CERRADO;Incumplimiento de la garantía;Bien;INMUEBLE ;272950000;9/10/2018 0:00;2/03/2022;14/03/2022;14/03/2022;NO;;19
318390;29/10/2020;CB MARTIRES;Casas del Consumidor Bogota;BOGOTA;BOGOTA;LOS MARTIRES;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;SHADDAI IMPORTACIONES;CERRADO;Incumplimiento de la garantía;Servicio;servicio técnico de un computador;380000;22/09/2020 0:00;5/11/2020;27/11/2020;27/11/2020;NO;;29
333876;25/11/2020;CB MARTIRES;Casas del Consumidor Bogota;BOGOTA;BOGOTA;LOS MARTIRES;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;radiolujos;CERRADO;Incumplimiento de la garantía;Bien;Portabicicletas;400000;20/10/2020 0:00;4/12/2020;4/12/2020;4/12/2020;NO;;9
305803;14/10/2020;CB RAFAEL URIBE;Casas del Consumidor Bogota;BOGOTA;BOGOTA;RAFAEL URIBE;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;INFORMAL;;zivex;CERRADO;Incumplimiento contractual;Bien;pagina web;2800000;20/06/2020 0:00;19/10/2020;19/10/2020;19/10/2020;NO;;5
432522;10/06/2021;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ORIENTACIÓN;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;WONDERLAND DREAMS SAS;CERRADO;Incumplimiento contractual;Servicio;Paquete ;7980000;4/12/2020 0:00;23/06/2021;23/06/2021;23/06/2021;NO;;13
1309780;19/02/2024;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;FORMAL;NIT;UNIDENTALGROUP;POSPUESTO;Reversión de pago;Servicio;Procedimiento Odontológico;1000000;31/08/2023 0:00;5/03/2024;;5/03/2024;NO;;15
488696;12/08/2021;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Hombre;No indica;SI;FORMAL;NIT;MOTOSELVA MOTOCICLETAS SAS;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Servicio;MOTO TIPO COMBAT 125;4570000;1/03/2021 0:00;24/08/2021;24/08/2021;24/08/2021;NO;;12
438242;18/06/2021;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Turismo;Paquetes de Turismo ;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Posgrado;SI;FORMAL;NIT;"HOTEL SAN PEDRO GIOIA S.A.S. ""EN LIQUIDACION""";CERRADO;Incumplimiento contractual;Servicio;HOSPEDAJE HOTEL SAN PEDRO;1160000;3/03/2020 0:00;30/06/2021;30/07/2021;30/07/2021;NO;;42
449990;2/07/2021;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Ninguno                                  ;NO;INFORMAL;;LULIBER PAIS DE LAS MARAVILLAS;CERRADO;Incumplimiento contractual;Bien;2 Camisetas ;175000;1/02/2021 0:00;12/07/2021;12/07/2021;12/07/2021;NO;;10
849597;15/09/2022;CB BARRIOS UNIDOS;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BARRIOS UNIDOS;ARREGLO DIRECTO;SIC;Turismo;Derecho de retracto;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;LEGENDARY HOLDING CLUB S.A.S.;CERRADO-DCIU;Servicios turísticos;Servicio;Afiliación a Membresía Legendcard;3500000;21/07/2022 0:00;23/09/2022;23/09/2022;23/09/2022;NO;;8
839393;6/09/2022;CB BARRIOS UNIDOS;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BARRIOS UNIDOS;ARREGLO DIRECTO;SIC;Turismo;Derecho de retracto;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;LEGENDARY TRAVEL CLUB S.A.S.;CERRADO;Derecho de Retracto;Servicio;Afiliación a Membresía;3500000;21/07/2022 0:00;15/09/2022;15/09/2022;15/09/2022;NO;;9
1298857;7/02/2024;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Turismo;Paquetes de Turismo ;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;VUELOS Y EXPERIENCIAS SAS;CERRADO-NA;Servicios turísticos;Servicio;Tiquetes aereos;503500;11/10/2023 0:00;7/02/2024;7/02/2024;7/02/2024;NO;;0
866451;4/10/2022;CR CHIA;Casas del Consumidor Regional;CUNDINAMARCA;CUNDINAMARCA;CHIA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;LINA MARIANA ABRIL CANTOR - FASHION CELL;CERRADO-ICOM;Incumplimiento contractual;Bien;celular POCO X4 PRO 5G 8 + 256 GB;1550000;30/07/2022 0:00;26/10/2022;26/10/2022;26/10/2022;NO;;22
710351;27/04/2022;CR CHIA;Casas del Consumidor Regional;CUNDINAMARCA;CUNDINAMARCA;CHIA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;SAMANDA CASA DE NOVIAS- SAMANDA LENIS;CERRADO;Incumplimiento contractual;Servicio;alquiler de verstido de noche;200000;11/03/2022 0:00;28/04/2022;28/04/2022;28/04/2022;NO;;1
866410;4/10/2022;CR CHIA;Casas del Consumidor Regional;CUNDINAMARCA;CUNDINAMARCA;CHIA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;LAURA DANIELA MORENO GARZON - APPLE REPAIR.W. N;CERRADO-IAP;Operaciones bajo sistemas de financiación;Bien;celular POCO X4 PRO 5G 8 + 256 GB;1800000;14/08/2022 0:00;19/10/2022;19/10/2022;19/10/2022;NO;;15
730731;17/05/2022;CR CHIA;Casas del Consumidor Regional;CUNDINAMARCA;CUNDINAMARCA;CHIA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;LAURA CAMILA PUIN GOMEZ -  LA ROCCA SALÓN;CERRADO;Incumplimiento contractual;Servicio;areglo del cabello;450000;14/05/2022 0:00;19/05/2022;19/05/2022;19/05/2022;NO;;2
710347;27/04/2022;CR CHIA;Casas del Consumidor Regional;CUNDINAMARCA;CUNDINAMARCA;CHIA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;SAMANDA CASA DE NOVIAS- SAMANDA LENIS;CERRADO;Reversión de pago;Servicio;alquiler de traje de gala;150000;11/03/2022 0:00;28/04/2022;28/04/2022;28/04/2022;NO;;1
622552;28/01/2022;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;Abandono de bienes;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Técnico;SI;INFORMAL;;MARCO ALEJANDRO CASTILLO;CERRADO;Incumplimiento contractual;Servicio;mantenimiento y pintura a motocicleta ;800000;5/05/2021 0:00;17/02/2022;17/02/2022;17/02/2022;NO;;20
593550;19/11/2021;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Venta que utiliza métodos no tradicionales o a distancia;Derecho de retracto;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;MAINTEAM SAS;CERRADO;Incumplimiento contractual;Bien;chaqueta ovejera de color negro con rosa;109900;26/10/2021 0:00;2/12/2021;2/12/2021;2/12/2021;NO;;13
1265456;7/12/2023;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;Calidad del servicio;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;LAVASECO UNICENTRO SAS;CERRADO-NA;Incumplimiento de la garantía;Bien;CHAQUETA HOMBRE;276000;2/09/2023 0:00;14/12/2023;24/01/2024;24/01/2024;NO;;48
702207;19/04/2022;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;WOMAN BY CLAUDIA QUIROGA SAS;CERRADO;Incumplimiento contractual;Bien;confeccion de prenda de vestir;900000;10/02/2022 0:00;28/04/2022;28/04/2022;28/04/2022;NO;;9
1258995;5/12/2023;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Bachiller              ;SI;FORMAL;NIT;UNITED ALLIANCE SAS;CERRADO-ICOM;Ventas que utilizan métodos no tradicionales o a distancia;Servicio;prestacion de servicios de intermediación de servicios turisticos;2000000;2/09/2023 0:00;5/12/2023;5/12/2023;5/12/2023;NO;;0
390071;13/04/2021;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;CARPINTERIA Y EBANISTERIA EL INGENIERO;CERRADO;Incumplimiento de la garantía;Bien;: dos ventanas en cuadricula, una puerta para habitación y 6 puertas para un closet empotrado;1500000;19/02/2021 0:00;3/05/2021;4/05/2021;4/05/2021;NO;;21
701600;19/04/2022;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Bachiller              ;SI;INFORMAL;;HERBERT ANDRÉS MAHECHA RUBÍ;CERRADO;Incumplimiento contractual;Servicio;servicio de ornamentación y soldadura en portón para reparación del mismo;950000;16/03/2022 0:00;28/04/2022;26/04/2022;26/04/2022;NO;;7
1149522;4/10/2023;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Bachiller              ;SI;FORMAL;NIT;UNITED ALLIANCE SAS;CERRADO-ICOM;Ventas que utilizan métodos no tradicionales o a distancia;Servicio;prestación de servicios en la intermediación de tarifas de servicios turísticos;5300000;26/08/2023 0:00;19/10/2023;9/10/2023;9/10/2023;NO;;5
921518;19/01/2023;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Profesional;SI;INFORMAL;;TECNIALUMINIOS ROA;CERRADO-ICOM;Servicios que suponen la entrega de un bien a un tercero;Bien;VENTANAS EN ALUMINIO;1600000;12/03/2022 0:00;26/01/2023;26/01/2023;26/01/2023;NO;;7
592114;18/11/2021;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;Leo ForVal;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Bien;muebles-estantería de cocina ;2600000;6/01/2021 0:00;2/12/2021;2/12/2021;2/12/2021;NO;;14
1184386;24/10/2023;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Posgrado;SI;INFORMAL;;JOSE ALFREDO SANTANA SANABRIA;CERRADO-NA;Servicios que suponen la entrega de un bien a un tercero;Bien;Portones de 3 Mts x 2Mts en madera de pino, soporte metálico y columnas en acero;2000000;11/10/2023 0:00;1/11/2023;1/11/2023;1/11/2023;NO;;8
806370;5/08/2022;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Información o publicidad engañosa;Inconformidad con la información suministrada;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;WAIRUA SAS;CERRADO;Información o publicidad engañosa;Servicio;PRESTACION DE SERVICIOS ESTETICOS ;341250;8/03/2022 0:00;30/08/2022;30/08/2022;30/08/2022;NO;;25
975846;16/03/2023;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Básica Primaria;SI;INFORMAL;;tatiana montes cardona - MUEBLES LIAM´S;CERRADO-ICOM;Incumplimiento de la garantía;Bien;Dos (02) sofás de tres puestos con brazos y cojines popochos, diseño nuevo, todo en  pranna negro, cojines pequeños en pranna blanco puro espuma penta gris;2050000;28/02/2023 0:00;23/03/2023;30/03/2023;30/03/2023;NO;;14
356163;18/02/2021;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;Técnico;SI;INFORMAL;;CONEXION DIGITAL;CERRADO;Incumplimiento contractual;Servicio;INTERNET Y TV;INDETERMINADO;30/09/2020 0:00;25/02/2021;25/02/2021;25/02/2021;NO;;7
354914;16/02/2021;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Madre cabeza de familia;Mujer;Técnico;SI;INFORMAL;;JOHN ALEX CARABALI CUERO;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Bien;biblioteca con un escritorio adjunto para niño;400000;5/10/2020 0:00;25/02/2021;;25/02/2021;NO;;9
351656;9/02/2021;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;41-59 años;Ninguna ;Madre cabeza de familia;Mujer;Técnico;SI;INFORMAL;;JOHN ALEX CARABALI CUERO;CERRADO;Incumplimiento contractual;Bien;BIBLIOTECA CON ESCRITORIO ADJUNTO;400000;5/10/2020 0:00;16/02/2021;16/02/2021;16/02/2021;NO;;7
998176;11/04/2023;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Desplazado;Mujer;Bachiller              ;SI;FORMAL;NIT;BRENT INTERNATIONAL CORP SAS;CERRADO-ICOM;Derecho de Retracto;Servicio;Prestación de servicios en intermediación de tarifas de servicios turísticos;1600000;26/03/2023 0:00;19/04/2023;19/04/2023;19/04/2023;NO;;8
1150531;5/10/2023;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Tecnólogo;SI;FORMAL;NIT;SOLARIS INC COLOMBIA SAS;CERRADO-IAP;Ventas que utilizan métodos no tradicionales o a distancia;Servicio;prestación de servicios en la intermediación de tarifas de servicios turísticos;3330000;4/10/2023 0:00;19/10/2023;23/10/2023;23/10/2023;NO;;18
423428;27/05/2021;CB FONTIBON;Casas del Consumidor Bogota;BOGOTA;BOGOTA;FONTIBON;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;Abandono de bienes;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;ELECTRICOS FONTIBON;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Bien;Motor de licuadora marca osterizer;190000;22/05/2021 0:00;1/06/2021;28/07/2021;28/07/2021;NO;;62
